vuln_006_SC01,1,2418,143692
vuln_007_SC01,1,2386,144804
vuln_008_SC01,1,2397,144364
vuln_009_SC01,1,2397,144184
vuln_010_SC01,1,2444,144964
vuln_011_SC01,1,2425,144492
vuln_012_SC01,1,2376,144060
vuln_013_SC01,1,2379,145000
vuln_014_SC01,1,2398,145504
vuln_015_SC01,1,2416,146256
vuln_016_SC01,1,2417,144464
vuln_017_SC01,1,2358,144244
vuln_018_SC01,1,2406,145172
vuln_019_SC05,1,2428,147364
vuln_020_SC05,1,2402,146356
vuln_021_SC05,1,2443,144424
vuln_022_SC05,1,2394,145160
vuln_023_SC05,1,2401,145696
vuln_024_SC05,1,2388,144720
vuln_025_SC05,1,2547,151776
vuln_026_SC05,1,2365,144620
vuln_027_SC05,1,2370,144632
vuln_028_SC05,1,2528,144236
vuln_029_SC05,1,2400,144672
vuln_030_SC05,1,2402,144672
vuln_031_SC05,1,2397,144580
vuln_032_SC05,1,2419,144388
vuln_033_SC05,1,2418,144460
vuln_034_SC05,1,2400,145476
vuln_035_SC05,1,2505,145088
vuln_036_SC06,1,2444,144720
vuln_037_SC06,1,2448,144376
vuln_038_SC06,1,2397,144504
vuln_039_SC06,1,2439,145520
vuln_040_SC06,1,2376,145072
vuln_041_SC06,1,2418,144540
vuln_042_SC08,1,2404,145416
vuln_043_SC08,1,2414,144408
vuln_044_SC08,1,2409,145052
vuln_045_SC08,1,2408,144340
vuln_046_SC08,1,2584,158600
vuln_047_SC08,1,2427,145680
vuln_048_SC08,1,2449,145132
vuln_049_SC08,1,2399,145076
vuln_050_SC08,1,2410,145400
vuln_051_SC08,1,2369,145624
vuln_052_SC08,1,2396,144540
vuln_053_SC08,1,2429,145028
vuln_054_SC08,1,2418,145544
vuln_055_SC08,1,2419,145072
vuln_056_SC08,1,2405,145204
vuln_057_SC08,1,2409,144584
vuln_058_SC08,1,2414,144568
vuln_059_SC08,1,2399,144700
vuln_060_SC08,1,2399,144968
vuln_061_SC08,1,2404,145040
vuln_062_SC08,1,2426,145436
vuln_063_SC08,1,2392,144896
vuln_064_SC08,1,2377,144604
vuln_065_SC08,1,2392,144964
vuln_066_SC08,1,2369,144716
vuln_067_SC08,1,2433,145052
vuln_068_SC08,1,2398,144940
vuln_069_SC08,1,2417,145092
vuln_070_SC08,1,2389,144272
vuln_071_SC08,1,2391,145368
vuln_072_SC09,1,2398,144616
vuln_073_SC09,1,2465,144600
vuln_074_SC09,1,2428,144028
vuln_075_SC09,1,2369,144004
vuln_076_SC09,1,2438,145124
vuln_077_SC09,1,2384,144500
vuln_078_SC09,1,2406,144404
vuln_079_SC09,1,2376,144712
vuln_080_SC09,1,2400,145116
vuln_081_SC09,1,2414,144452
vuln_082_SC09,1,2454,146680
vuln_083_SC09,1,2424,145040
vuln_084_SC09,1,2496,144552
vuln_085_SC09,1,2404,144492
vuln_086_SC09,1,2396,144340
vuln_087_SC01,1,2505,149948
vuln_088_SC01,1,2359,141296
vuln_089_SC01,1,2377,141640
vuln_090_SC01,1,2434,146592
vuln_091_SC01,1,2373,146244
vuln_092_SC01,1,2378,141396
vuln_093_SC01,1,2404,145864
vuln_094_SC01,1,2405,141352
vuln_095_SC01,1,2428,140572
vuln_096_SC01,1,2393,141116
vuln_097_SC01,1,2458,147760
vuln_098_SC01,1,2370,141432
vuln_099_SC05,1,2400,143996
vuln_100_SC05,1,2413,148576
vuln_101_SC05,1,2443,146920
vuln_102_SC05,1,2427,146680
vuln_103_SC05,1,2420,146656
vuln_104_SC05,1,2386,146028
vuln_105_SC05,1,2746,200352
vuln_106_SC05,1,2404,144032
vuln_107_SC05,1,2409,147824
vuln_108_SC05,1,2409,146388
vuln_109_SC05,1,2372,144740
vuln_110_SC05,1,2438,144924
vuln_111_SC05,1,2379,145316
vuln_112_SC06,1,2484,147920
vuln_113_SC06,1,2420,146212
vuln_114_SC06,1,2429,147284
vuln_115_SC06,1,2429,145604
vuln_116_SC06,1,2456,147128
vuln_117_SC06,1,2460,147976
vuln_118_SC06,1,2513,148848
vuln_119_SC06,1,2428,146408
vuln_120_SC06,1,2397,145288
vuln_121_SC06,1,2453,147152
vuln_122_SC06,1,2457,146544
vuln_123_SC06,1,2439,147260
vuln_124_SC06,1,2449,147616
vuln_125_SC06,1,2458,148152
vuln_126_SC06,1,2442,147036
vuln_127_SC06,1,2391,144988
vuln_128_SC06,1,2434,146880
vuln_129_SC06,1,2401,146188
vuln_130_SC06,1,2407,147816
vuln_131_SC06,1,2425,148084
vuln_132_SC06,1,2411,144264
vuln_133_SC06,1,2369,145084
vuln_134_SC06,1,2393,145524
vuln_135_SC06,1,2467,146176
vuln_136_SC09,1,2430,144872
vuln_137_SC09,1,2476,150508
vuln_138_SC09,1,2413,145864
vuln_139_SC09,1,2431,146100
vuln_140_SC09,1,2382,147060
vuln_141_SC09,1,2450,147436
vuln_142_SC09,1,2485,149940
vuln_143_SC09,1,2552,148608
vuln_144_SC09,1,2464,152228
vuln_145_SC09,1,2588,153428
vuln_146_SC09,1,2396,145964
vuln_147_SC09,1,2378,144260
vuln_148_SC09,1,2407,144724
vuln_149_SC09,1,2419,144260
vuln_150_SC09,1,2449,148032
vuln_301_SC01,1,2417,145908
vuln_302_SC06,1,2974,171924
vuln_303_SC06,1,2404,145960
vuln_304_SC06,1,2406,147920
vuln_305_SC06,1,2425,147112
vuln_306_SC06,1,2449,147700
vuln_307_SC08,1,2433,144800
vuln_308_SC08,1,2487,146772
