vuln_099_SC05,1,806,18504
vuln_100_SC05,1,877,29600
vuln_101_SC05,1,830,23964
vuln_102_SC05,1,848,28784
vuln_103_SC05,1,843,24708
vuln_104_SC05,1,3998,28888
vuln_105_SC05,1,824,26164
vuln_106_SC05,1,791,18992
vuln_107_SC05,1,805,20472
vuln_108_SC05,1,928,25988
vuln_109_SC05,1,802,19852
vuln_110_SC05,1,817,21508
vuln_111_SC05,1,821,25024
vuln_112_SC06,0,7,11312
vuln_113_SC06,1,832,24612
vuln_114_SC06,1,878,29588
vuln_115_SC06,0,9,12552
vuln_116_SC06,0,16,12880
vuln_117_SC06,1,814,20612
vuln_118_SC06,0,10,12920
vuln_119_SC06,0,15,12876
vuln_120_SC06,1,4504,32956
vuln_121_SC06,1,820,23200
vuln_122_SC06,1,839,28056
vuln_123_SC06,1,863,26012
vuln_124_SC06,1,862,30980
vuln_125_SC06,1,851,28720
vuln_126_SC06,1,855,28636
vuln_127_SC06,1,805,22028
vuln_128_SC06,0,48,16152
vuln_129_SC06,1,822,24356
vuln_130_SC06,1,858,31780
vuln_131_SC06,1,886,27872
vuln_132_SC06,1,797,18624
vuln_133_SC06,1,804,20740
vuln_134_SC06,1,805,20832
vuln_135_SC06,0,8,12868
vuln_136_SC09,1,801,19860
vuln_137_SC09,1,943,35340
vuln_138_SC09,1,827,25620
vuln_139_SC09,1,825,23796
vuln_140_SC09,1,834,24704
vuln_141_SC09,1,822,24628
vuln_142_SC09,1,898,38216
vuln_143_SC09,1,876,34024
vuln_144_SC09,1,1044,39616
vuln_145_SC09,1,951,48336
vuln_146_SC09,1,841,25948
vuln_147_SC09,1,803,20212
vuln_148_SC09,0,38,14596
vuln_149_SC09,1,792,18948
vuln_150_SC09,1,845,28580
vuln_301_SC01,0,12,12648
vuln_302_SC06,1,1146,61580
vuln_303_SC06,0,8,12876
vuln_304_SC06,1,806,20348
vuln_305_SC06,1,831,26208
vuln_306_SC06,0,62,16828
vuln_307_SC08,0,10,13712
vuln_308_SC08,1,839,24408
